Dealer Order #,Dealer ID,Dealer Name,State,Order Date,Requested Ship Date,SKU,Class,Size,Trim,Qty,Wholesale Price,Fulfilled (Y/N),Shipped
DO-21270,D-144,Cedar Ridge Cycles,WA,04/08/2026,04/25/2026,RW-9324,MTB,M,Base,9,1655,Y,05/04/2026
DO-21282,D-110,Bluegrass Bicycles,NY,04/08/2026,05/06/2026,RW-4418,MTB,M,Carbon,5,3527,Y,05/07/2026
DO-21285,D-104,Peak Performance Bikes,WA,04/08/2026,04/23/2026,RW-9901,MTB,L,Base,5,1655,Y,05/01/2026
DO-21292,D-134,Old Town Bikes,MI,04/08/2026,05/06/2026,RW-6416,MTB,L,Carbon,4,3527,Y,04/19/2026
DO-21232,D-102,Ridgeback Bikes,CO,04/09/2026,04/26/2026,RW-3980,Road,S,Carbon,12,2879,Y,04/26/2026
DO-21239,D-137,Driftwood Bikes,FL,04/09/2026,05/02/2026,RW-9835,Road,M,Base,7,1367,Y,04/20/2026
DO-21244,D-126,Harbor Bikes,AZ,04/09/2026,05/03/2026,RW-2984,Road,M,Carbon,9,2879,Y,05/03/2026
DO-21246,D-124,Foothills Bicycles,WA,04/09/2026,04/24/2026,RW-2984,Road,M,Carbon,5,2879,Y,04/25/2026
DO-21249,D-108,Canyon Edge Bikes,NC,04/09/2026,05/05/2026,RW-7298,Road,L,Base,9,1367,Y,04/28/2026
DO-21254,D-104,Peak Performance Bikes,WA,04/09/2026,04/23/2026,RW-1378,Road,L,Carbon,4,2879,Y,05/01/2026
DO-21271,D-116,Timberline Bikes,GA,04/09/2026,05/06/2026,RW-9324,MTB,M,Base,5,1655,Y,05/08/2026
DO-21273,D-124,Foothills Bicycles,WA,04/09/2026,05/01/2026,RW-9324,MTB,M,Base,4,1655,Y,05/08/2026
DO-21277,D-141,Basin Bike Shop,CA,04/09/2026,04/28/2026,RW-9324,MTB,M,Base,1,1655,Y,04/28/2026
DO-21287,D-128,Sierra Bike Works,NC,04/09/2026,04/26/2026,RW-9901,MTB,L,Base,6,1655,Y,04/16/2026
DO-21290,D-132,Bayside Bicycle Co,PA,04/09/2026,04/30/2026,RW-6416,MTB,L,Carbon,4,3527,Y,05/04/2026
DO-21233,D-141,Basin Bike Shop,CA,04/10/2026,04/27/2026,RW-3980,Road,S,Carbon,2,2879,Y,04/29/2026
DO-21237,D-119,Pinecrest Bikes,MT,04/10/2026,05/01/2026,RW-9835,Road,M,Base,8,1367,Y,04/18/2026
DO-21241,D-145,Frontier Bicycle Works,UT,04/10/2026,05/06/2026,RW-9835,Road,M,Base,4,1367,Y,04/17/2026
DO-21248,D-129,Blue Ridge Cyclery,VT,04/10/2026,04/27/2026,RW-2984,Road,M,Carbon,5,2879,Y,04/20/2026
DO-21256,D-145,Frontier Bicycle Works,UT,04/10/2026,05/07/2026,RW-1378,Road,L,Carbon,11,2879,Y,05/07/2026
DO-21257,D-129,Blue Ridge Cyclery,VT,04/10/2026,04/29/2026,RW-1378,Road,L,Carbon,6,2879,Y,04/27/2026
DO-21281,D-115,Alpine Wheels,MN,04/10/2026,05/06/2026,RW-4418,MTB,M,Carbon,9,3527,Y,04/22/2026
DO-21283,D-102,Ridgeback Bikes,CO,04/10/2026,04/28/2026,RW-4418,MTB,M,Carbon,5,3527,Y,05/01/2026
DO-21235,D-130,Big Sky Bikes,NY,04/11/2026,05/09/2026,RW-3980,Road,S,Carbon,12,2879,Y,05/04/2026
DO-21238,D-110,Bluegrass Bicycles,NY,04/11/2026,05/02/2026,RW-9835,Road,M,Base,8,1367,Y,05/08/2026
DO-21240,D-123,Metro Velo,OR,04/11/2026,05/03/2026,RW-9835,Road,M,Base,5,1367,Y,04/19/2026
DO-21250,D-107,Iron Horse Cycles,TX,04/11/2026,05/03/2026,RW-7298,Road,L,Base,12,1367,Y,05/07/2026
DO-21262,D-135,Elk Creek Cycles,MN,04/11/2026,05/09/2026,RW-9304,MTB,S,Carbon,9,3527,Y,04/23/2026
DO-21265,D-136,Capitol Cyclery,GA,04/11/2026,04/27/2026,RW-9304,MTB,S,Carbon,8,3527,Y,05/01/2026
DO-21272,D-131,Copperline Cycles,MA,04/11/2026,04/29/2026,RW-9324,MTB,M,Base,5,1655,Y,04/21/2026
DO-21278,D-132,Bayside Bicycle Co,PA,04/11/2026,05/02/2026,RW-4418,MTB,M,Carbon,6,3527,Y,05/10/2026
DO-21245,D-116,Timberline Bikes,GA,04/12/2026,05/09/2026,RW-2984,Road,M,Carbon,12,2879,Y,04/25/2026
DO-21247,D-120,Stone Bridge Cycles,NM,04/12/2026,04/26/2026,RW-2984,Road,M,Carbon,8,2879,Y,04/22/2026
DO-21259,D-107,Iron Horse Cycles,TX,04/12/2026,05/01/2026,RW-1378,Road,L,Carbon,4,2879,Y,04/22/2026
DO-21261,D-124,Foothills Bicycles,WA,04/12/2026,05/10/2026,RW-9304,MTB,S,Carbon,7,3527,Y,04/20/2026
DO-21264,D-126,Harbor Bikes,AZ,04/12/2026,04/29/2026,RW-9304,MTB,S,Carbon,3,3527,Y,05/08/2026
DO-21279,D-130,Big Sky Bikes,NY,04/12/2026,05/02/2026,RW-4418,MTB,M,Carbon,9,3527,Y,04/30/2026
DO-21280,D-113,Granite Peak Cycles,IL,04/12/2026,05/10/2026,RW-4418,MTB,M,Carbon,6,3527,Y,04/25/2026
DO-21284,D-119,Pinecrest Bikes,MT,04/12/2026,04/26/2026,RW-9901,MTB,L,Base,11,1655,Y,05/10/2026
DO-21286,D-110,Bluegrass Bicycles,NY,04/12/2026,04/30/2026,RW-9901,MTB,L,Base,5,1655,Y,05/02/2026
DO-21288,D-128,Sierra Bike Works,NC,04/12/2026,04/30/2026,RW-9901,MTB,L,Base,4,1655,Y,05/09/2026
DO-21289,D-115,Alpine Wheels,MN,04/12/2026,04/26/2026,RW-9901,MTB,L,Base,6,1655,Y,05/06/2026
DO-21297,D-135,Elk Creek Cycles,MN,04/13/2026,05/09/2026,RW-3980,Road,S,Carbon,8,2879,Y,04/20/2026
DO-21298,D-117,Mesa Verde Cycling,FL,04/13/2026,04/30/2026,RW-3980,Road,S,Carbon,5,2879,Y,04/28/2026
DO-21299,D-111,High Desert Cyclery,MA,04/13/2026,05/08/2026,RW-9835,Road,M,Base,7,1367,Y,05/06/2026
DO-21309,D-124,Foothills Bicycles,WA,04/13/2026,05/04/2026,RW-2984,Road,M,Carbon,7,2879,Y,04/26/2026
DO-21321,D-141,Basin Bike Shop,CA,04/13/2026,05/02/2026,RW-7298,Road,L,Base,3,1367,Y,04/29/2026
DO-21328,D-124,Foothills Bicycles,WA,04/13/2026,05/01/2026,RW-9304,MTB,S,Carbon,10,3527,Y,05/11/2026
DO-21334,D-122,Evergreen Cycle Shop,CO,04/13/2026,05/07/2026,RW-9324,MTB,M,Base,8,1655,Y,04/30/2026
DO-21349,D-120,Stone Bridge Cycles,NM,04/13/2026,05/04/2026,RW-9901,MTB,L,Base,12,1655,Y,05/07/2026
DO-21350,D-126,Harbor Bikes,AZ,04/13/2026,05/08/2026,RW-9901,MTB,L,Base,5,1655,Y,04/22/2026
DO-21353,D-101,Summit Cycles,CA,04/13/2026,05/10/2026,RW-6416,MTB,L,Carbon,7,3527,Y,05/01/2026
DO-21313,D-136,Capitol Cyclery,GA,04/14/2026,05/02/2026,RW-2984,Road,M,Carbon,3,2879,Y,04/25/2026
DO-21327,D-136,Capitol Cyclery,GA,04/14/2026,05/05/2026,RW-1378,Road,L,Carbon,7,2879,Y,04/24/2026
DO-21333,D-133,Rimrock Cyclery,IL,04/14/2026,05/05/2026,RW-9304,MTB,S,Carbon,1,3527,Y,04/21/2026
DO-21347,D-119,Pinecrest Bikes,MT,04/14/2026,05/03/2026,RW-9901,MTB,L,Base,2,1655,Y,05/13/2026
DO-21355,D-131,Copperline Cycles,MA,04/14/2026,05/07/2026,RW-6416,MTB,L,Carbon,6,3527,Y,05/02/2026
DO-21294,D-128,Sierra Bike Works,NC,04/15/2026,05/11/2026,RW-3980,Road,S,Carbon,3,2879,Y,04/30/2026
DO-21301,D-123,Metro Velo,OR,04/15/2026,05/10/2026,RW-9835,Road,M,Base,7,1367,Y,04/23/2026
DO-21312,D-107,Iron Horse Cycles,TX,04/15/2026,05/12/2026,RW-2984,Road,M,Carbon,3,2879,Y,05/10/2026
DO-21314,D-110,Bluegrass Bicycles,NY,04/15/2026,04/30/2026,RW-2984,Road,M,Carbon,7,2879,Y,05/08/2026
DO-21317,D-123,Metro Velo,OR,04/15/2026,05/03/2026,RW-7298,Road,L,Base,4,1367,Y,04/28/2026
DO-21318,D-115,Alpine Wheels,MN,04/15/2026,05/07/2026,RW-7298,Road,L,Base,11,1367,Y,05/14/2026
DO-21326,D-140,Aspen Grove Cycles,NM,04/15/2026,04/29/2026,RW-1378,Road,L,Carbon,8,2879,Y,04/25/2026
DO-21331,D-103,Cascade Cyclery,OR,04/15/2026,05/03/2026,RW-9304,MTB,S,Carbon,9,3527,Y,05/06/2026
DO-21339,D-101,Summit Cycles,CA,04/15/2026,05/07/2026,RW-9324,MTB,M,Base,11,1655,Y,04/30/2026
DO-21340,D-111,High Desert Cyclery,MA,04/15/2026,05/01/2026,RW-9324,MTB,M,Base,10,1655,Y,04/22/2026
DO-21343,D-117,Mesa Verde Cycling,FL,04/15/2026,05/02/2026,RW-4418,MTB,M,Carbon,10,3527,Y,04/29/2026
DO-21345,D-122,Evergreen Cycle Shop,CO,04/15/2026,05/09/2026,RW-4418,MTB,M,Carbon,5,3527,Y,04/24/2026
DO-21356,D-103,Cascade Cyclery,OR,04/15/2026,04/30/2026,RW-6416,MTB,L,Carbon,1,3527,Y,05/11/2026
DO-21293,D-111,High Desert Cyclery,MA,04/16/2026,05/11/2026,RW-3980,Road,S,Carbon,9,2879,Y,04/25/2026
DO-21296,D-114,Coastal Ride Co,MI,04/16/2026,05/04/2026,RW-3980,Road,S,Carbon,7,2879,Y,05/04/2026
DO-21300,D-131,Copperline Cycles,MA,04/16/2026,05/07/2026,RW-9835,Road,M,Base,10,1367,Y,05/05/2026
DO-21307,D-145,Frontier Bicycle Works,UT,04/16/2026,05/08/2026,RW-2984,Road,M,Carbon,9,2879,Y,05/04/2026
DO-21311,D-141,Basin Bike Shop,CA,04/16/2026,05/09/2026,RW-2984,Road,M,Carbon,7,2879,Y,05/09/2026
DO-21332,D-123,Metro Velo,OR,04/16/2026,05/14/2026,RW-9304,MTB,S,Carbon,9,3527,Y,04/25/2026
DO-21346,D-122,Evergreen Cycle Shop,CO,04/16/2026,05/06/2026,RW-9901,MTB,L,Base,10,1655,Y,04/27/2026
DO-21348,D-120,Stone Bridge Cycles,NM,04/16/2026,05/13/2026,RW-9901,MTB,L,Base,4,1655,Y,04/27/2026
DO-21351,D-124,Foothills Bicycles,WA,04/16/2026,05/03/2026,RW-6416,MTB,L,Carbon,5,3527,Y,04/27/2026
DO-21352,D-127,Prairie Wind Cycling,TX,04/16/2026,05/03/2026,RW-6416,MTB,L,Carbon,4,3527,Y,05/08/2026
DO-21302,D-144,Cedar Ridge Cycles,WA,04/17/2026,05/02/2026,RW-9835,Road,M,Base,3,1367,Y,05/09/2026
DO-21303,D-124,Foothills Bicycles,WA,04/17/2026,05/08/2026,RW-9835,Road,M,Base,11,1367,Y,05/10/2026
DO-21304,D-127,Prairie Wind Cycling,TX,04/17/2026,05/09/2026,RW-9835,Road,M,Base,9,1367,Y,04/29/2026
DO-21306,D-130,Big Sky Bikes,NY,04/17/2026,05/02/2026,RW-2984,Road,M,Carbon,4,2879,Y,05/16/2026
DO-21308,D-124,Foothills Bicycles,WA,04/17/2026,05/15/2026,RW-2984,Road,M,Carbon,4,2879,Y,05/13/2026
DO-21323,D-115,Alpine Wheels,MN,04/17/2026,05/07/2026,RW-1378,Road,L,Carbon,2,2879,Y,05/15/2026
DO-21329,D-119,Pinecrest Bikes,MT,04/17/2026,05/03/2026,RW-9304,MTB,S,Carbon,4,3527,Y,04/29/2026
DO-21330,D-111,High Desert Cyclery,MA,04/17/2026,05/09/2026,RW-9304,MTB,S,Carbon,8,3527,Y,05/03/2026
DO-21295,D-118,Lakeshore Cyclery,ID,04/18/2026,05/02/2026,RW-3980,Road,S,Carbon,2,2879,Y,04/27/2026
DO-21310,D-118,Lakeshore Cyclery,ID,04/18/2026,05/14/2026,RW-2984,Road,M,Carbon,7,2879,Y,04/30/2026
DO-21316,D-114,Coastal Ride Co,MI,04/18/2026,05/07/2026,RW-7298,Road,L,Base,3,1367,Y,05/07/2026
DO-21319,D-141,Basin Bike Shop,CA,04/18/2026,05/06/2026,RW-7298,Road,L,Base,12,1367,Y,04/30/2026
DO-21322,D-123,Metro Velo,OR,04/18/2026,05/03/2026,RW-1378,Road,L,Carbon,5,2879,Y,05/09/2026
DO-21325,D-133,Rimrock Cyclery,IL,04/18/2026,05/05/2026,RW-1378,Road,L,Carbon,5,2879,Y,04/28/2026
DO-21337,D-102,Ridgeback Bikes,CO,04/18/2026,05/14/2026,RW-9324,MTB,M,Base,11,1655,Y,04/29/2026
DO-21341,D-138,Ironwood Cycle Co,ID,04/18/2026,05/08/2026,RW-9324,MTB,M,Base,5,1655,Y,05/07/2026
DO-21305,D-124,Foothills Bicycles,WA,04/19/2026,05/15/2026,RW-2984,Road,M,Carbon,6,2879,Y,05/14/2026
DO-21315,D-132,Bayside Bicycle Co,PA,04/19/2026,05/06/2026,RW-2984,Road,M,Carbon,9,2879,Y,05/15/2026
DO-21320,D-131,Copperline Cycles,MA,04/19/2026,05/12/2026,RW-7298,Road,L,Base,2,1367,Y,05/11/2026
DO-21324,D-124,Foothills Bicycles,WA,04/19/2026,05/16/2026,RW-1378,Road,L,Carbon,3,2879,Y,05/12/2026
DO-21335,D-138,Ironwood Cycle Co,ID,04/19/2026,05/09/2026,RW-9324,MTB,M,Base,5,1655,Y,05/15/2026
DO-21336,D-141,Basin Bike Shop,CA,04/19/2026,05/15/2026,RW-9324,MTB,M,Base,4,1655,Y,05/06/2026
DO-21338,D-108,Canyon Edge Bikes,NC,04/19/2026,05/07/2026,RW-9324,MTB,M,Base,5,1655,Y,05/08/2026
DO-21342,D-124,Foothills Bicycles,WA,04/19/2026,05/03/2026,RW-4418,MTB,M,Carbon,9,3527,Y,04/30/2026
DO-21344,D-118,Lakeshore Cyclery,ID,04/19/2026,05/17/2026,RW-4418,MTB,M,Carbon,5,3527,Y,05/17/2026
DO-21354,D-135,Elk Creek Cycles,MN,04/19/2026,05/09/2026,RW-6416,MTB,L,Carbon,5,3527,Y,05/13/2026
DO-21382,D-141,Basin Bike Shop,CA,04/20/2026,05/07/2026,RW-7298,Road,L,Base,4,1367,Y,05/09/2026
DO-21384,D-126,Harbor Bikes,AZ,04/20/2026,05/06/2026,RW-1378,Road,L,Carbon,3,2879,Y,05/19/2026
DO-21398,D-145,Frontier Bicycle Works,UT,04/20/2026,05/11/2026,RW-9324,MTB,M,Base,10,1655,Y,05/10/2026
DO-21411,D-135,Elk Creek Cycles,MN,04/20/2026,05/06/2026,RW-9901,MTB,L,Base,4,1655,Y,05/08/2026
DO-21412,D-136,Capitol Cyclery,GA,04/20/2026,05/04/2026,RW-9901,MTB,L,Base,8,1655,Y,04/28/2026
DO-21413,D-123,Metro Velo,OR,04/20/2026,05/07/2026,RW-9901,MTB,L,Base,6,1655,Y,05/04/2026
DO-21373,D-110,Bluegrass Bicycles,NY,04/21/2026,05/13/2026,RW-2984,Road,M,Carbon,4,2879,Y,05/11/2026
DO-21386,D-111,High Desert Cyclery,MA,04/21/2026,05/17/2026,RW-1378,Road,L,Carbon,6,2879,Y,04/28/2026
DO-21388,D-139,Tidewater Bicycles,MT,04/21/2026,05/08/2026,RW-9304,MTB,S,Carbon,9,3527,Y,05/07/2026
DO-21396,D-105,Trailhead Bicycle Co,UT,04/21/2026,05/18/2026,RW-9324,MTB,M,Base,6,1655,Y,05/16/2026
DO-21402,D-108,Canyon Edge Bikes,NC,04/21/2026,05/07/2026,RW-9324,MTB,M,Base,11,1655,Y,05/18/2026
DO-21409,D-122,Evergreen Cycle Shop,CO,04/21/2026,05/14/2026,RW-9901,MTB,L,Base,12,1655,Y,04/30/2026
DO-21363,D-124,Foothills Bicycles,WA,04/22/2026,05/14/2026,RW-3980,Road,S,Carbon,5,2879,Y,05/06/2026
DO-21377,D-129,Blue Ridge Cyclery,VT,04/22/2026,05/16/2026,RW-2984,Road,M,Carbon,11,2879,Y,05/20/2026
DO-21378,D-131,Copperline Cycles,MA,04/22/2026,05/06/2026,RW-2984,Road,M,Carbon,5,2879,Y,05/03/2026
DO-21383,D-125,Switchback Cycles,UT,04/22/2026,05/11/2026,RW-7298,Road,L,Base,12,1367,Y,05/17/2026
DO-21385,D-114,Coastal Ride Co,MI,04/22/2026,05/15/2026,RW-1378,Road,L,Carbon,10,2879,Y,05/15/2026
DO-21389,D-107,Iron Horse Cycles,TX,04/22/2026,05/20/2026,RW-9304,MTB,S,Carbon,3,3527,Y,05/10/2026
DO-21395,D-144,Cedar Ridge Cycles,WA,04/22/2026,05/07/2026,RW-9324,MTB,M,Base,8,1655,Y,05/03/2026
DO-21408,D-138,Ironwood Cycle Co,ID,04/22/2026,05/09/2026,RW-9901,MTB,L,Base,7,1655,Y,05/16/2026
DO-21415,D-133,Rimrock Cyclery,IL,04/22/2026,05/08/2026,RW-6416,MTB,L,Carbon,6,3527,Y,05/12/2026
DO-21360,D-129,Blue Ridge Cyclery,VT,04/23/2026,05/15/2026,RW-3980,Road,S,Carbon,5,2879,Y,05/06/2026
DO-21369,D-120,Stone Bridge Cycles,NM,04/23/2026,05/15/2026,RW-9835,Road,M,Base,9,1367,Y,05/02/2026
DO-21371,D-124,Foothills Bicycles,WA,04/23/2026,05/09/2026,RW-9835,Road,M,Base,2,1367,Y,05/14/2026
DO-21376,D-145,Frontier Bicycle Works,UT,04/23/2026,05/12/2026,RW-2984,Road,M,Carbon,4,2879,Y,05/21/2026
DO-21381,D-141,Basin Bike Shop,CA,04/23/2026,05/10/2026,RW-7298,Road,L,Base,12,1367,Y,05/15/2026
DO-21404,D-133,Rimrock Cyclery,IL,04/23/2026,05/19/2026,RW-4418,MTB,M,Carbon,11,3527,Y,05/10/2026
DO-21406,D-118,Lakeshore Cyclery,ID,04/23/2026,05/10/2026,RW-4418,MTB,M,Carbon,12,3527,Y,05/03/2026
DO-21414,D-104,Peak Performance Bikes,WA,04/23/2026,05/11/2026,RW-6416,MTB,L,Carbon,9,3527,Y,05/18/2026
DO-21364,D-129,Blue Ridge Cyclery,VT,04/24/2026,05/14/2026,RW-9835,Road,M,Base,4,1367,Y,05/23/2026
DO-21367,D-130,Big Sky Bikes,NY,04/24/2026,05/15/2026,RW-9835,Road,M,Base,10,1367,Y,05/22/2026
DO-21390,D-124,Foothills Bicycles,WA,04/24/2026,05/14/2026,RW-9304,MTB,S,Carbon,12,3527,Y,05/21/2026
DO-21392,D-124,Foothills Bicycles,WA,04/24/2026,05/21/2026,RW-9304,MTB,S,Carbon,11,3527,Y,05/23/2026
DO-21393,D-101,Summit Cycles,CA,04/24/2026,05/22/2026,RW-9304,MTB,S,Carbon,1,3527,Y,05/18/2026
DO-21397,D-109,Northstar Cycle Works,VT,04/24/2026,05/18/2026,RW-9324,MTB,M,Base,5,1655,Y,05/23/2026
DO-21399,D-115,Alpine Wheels,MN,04/24/2026,05/08/2026,RW-9324,MTB,M,Base,4,1655,Y,05/09/2026
DO-21403,D-145,Frontier Bicycle Works,UT,04/24/2026,05/08/2026,RW-9324,MTB,M,Base,5,1655,Y,05/09/2026
DO-21410,D-129,Blue Ridge Cyclery,VT,04/24/2026,05/18/2026,RW-9901,MTB,L,Base,8,1655,Y,05/13/2026
DO-21357,D-107,Iron Horse Cycles,TX,04/25/2026,05/12/2026,RW-3980,Road,S,Carbon,9,2879,Y,05/21/2026
DO-21358,D-129,Blue Ridge Cyclery,VT,04/25/2026,05/17/2026,RW-3980,Road,S,Carbon,3,2879,Y,05/16/2026
DO-21359,D-137,Driftwood Bikes,FL,04/25/2026,05/13/2026,RW-3980,Road,S,Carbon,6,2879,Y,05/14/2026
DO-21366,D-119,Pinecrest Bikes,MT,04/25/2026,05/17/2026,RW-9835,Road,M,Base,4,1367,Y,05/06/2026
DO-21375,D-113,Granite Peak Cycles,IL,04/25/2026,05/23/2026,RW-2984,Road,M,Carbon,10,2879,Y,05/14/2026
DO-21379,D-124,Foothills Bicycles,WA,04/25/2026,05/11/2026,RW-2984,Road,M,Carbon,1,2879,Y,05/11/2026
DO-21387,D-129,Blue Ridge Cyclery,VT,04/25/2026,05/22/2026,RW-1378,Road,L,Carbon,3,2879,Y,05/02/2026
DO-21391,D-123,Metro Velo,OR,04/25/2026,05/22/2026,RW-9304,MTB,S,Carbon,8,3527,Y,05/12/2026
DO-21394,D-129,Blue Ridge Cyclery,VT,04/25/2026,05/23/2026,RW-9324,MTB,M,Base,10,1655,Y,05/23/2026
DO-21400,D-133,Rimrock Cyclery,IL,04/25/2026,05/13/2026,RW-9324,MTB,M,Base,3,1655,Y,05/08/2026
DO-21401,D-118,Lakeshore Cyclery,ID,04/25/2026,05/19/2026,RW-9324,MTB,M,Base,9,1655,Y,05/16/2026
DO-21407,D-143,Overlook Bikes,OR,04/25/2026,05/17/2026,RW-4418,MTB,M,Carbon,7,3527,Y,05/20/2026
DO-21361,D-123,Metro Velo,OR,04/26/2026,05/18/2026,RW-3980,Road,S,Carbon,6,2879,Y,05/17/2026
DO-21362,D-105,Trailhead Bicycle Co,UT,04/26/2026,05/15/2026,RW-3980,Road,S,Carbon,3,2879,Y,05/03/2026
DO-21365,D-124,Foothills Bicycles,WA,04/26/2026,05/10/2026,RW-9835,Road,M,Base,5,1367,Y,05/24/2026
DO-21368,D-122,Evergreen Cycle Shop,CO,04/26/2026,05/10/2026,RW-9835,Road,M,Base,9,1367,Y,05/12/2026
DO-21370,D-131,Copperline Cycles,MA,04/26/2026,05/21/2026,RW-9835,Road,M,Base,9,1367,Y,05/19/2026
DO-21372,D-124,Foothills Bicycles,WA,04/26/2026,05/12/2026,RW-2984,Road,M,Carbon,4,2879,Y,05/14/2026
DO-21374,D-114,Coastal Ride Co,MI,04/26/2026,05/16/2026,RW-2984,Road,M,Carbon,9,2879,Y,05/14/2026
DO-21380,D-125,Switchback Cycles,UT,04/26/2026,05/22/2026,RW-7298,Road,L,Base,3,1367,Y,05/19/2026
DO-21405,D-117,Mesa Verde Cycling,FL,04/26/2026,05/18/2026,RW-4418,MTB,M,Carbon,10,3527,Y,05/17/2026
DO-21417,D-143,Overlook Bikes,OR,04/27/2026,05/19/2026,RW-3980,Road,S,Carbon,2,2879,Y,05/14/2026
DO-21422,D-120,Stone Bridge Cycles,NM,04/27/2026,05/17/2026,RW-3980,Road,S,Carbon,2,2879,Y,05/06/2026
DO-21430,D-119,Pinecrest Bikes,MT,04/27/2026,05/20/2026,RW-2984,Road,M,Carbon,4,2879,Y,05/17/2026
DO-21438,D-129,Blue Ridge Cyclery,VT,04/27/2026,05/18/2026,RW-7298,Road,L,Base,3,1367,Y,05/07/2026
DO-21444,D-134,Old Town Bikes,MI,04/27/2026,05/16/2026,RW-1378,Road,L,Carbon,1,2879,Y,05/05/2026
DO-21450,D-143,Overlook Bikes,OR,04/27/2026,05/15/2026,RW-9304,MTB,S,Carbon,2,3527,Y,05/09/2026
DO-21459,D-118,Lakeshore Cyclery,ID,04/27/2026,05/16/2026,RW-9324,MTB,M,Base,11,1655,Y,05/07/2026
DO-21460,D-102,Ridgeback Bikes,CO,04/27/2026,05/11/2026,RW-9324,MTB,M,Base,5,1655,Y,05/11/2026
DO-21461,D-143,Overlook Bikes,OR,04/27/2026,05/16/2026,RW-9324,MTB,M,Base,6,1655,Y,05/04/2026
DO-21462,D-115,Alpine Wheels,MN,04/27/2026,05/20/2026,RW-9324,MTB,M,Base,7,1655,Y,05/12/2026
DO-21464,D-122,Evergreen Cycle Shop,CO,04/27/2026,05/11/2026,RW-4418,MTB,M,Carbon,5,3527,Y,05/23/2026
DO-21420,D-138,Ironwood Cycle Co,ID,04/28/2026,05/25/2026,RW-3980,Road,S,Carbon,2,2879,Y,05/12/2026
DO-21423,D-135,Elk Creek Cycles,MN,04/28/2026,05/18/2026,RW-9835,Road,M,Base,9,1367,Y,05/06/2026
DO-21424,D-115,Alpine Wheels,MN,04/28/2026,05/16/2026,RW-9835,Road,M,Base,10,1367,Y,05/15/2026
DO-21425,D-141,Basin Bike Shop,CA,04/28/2026,05/14/2026,RW-9835,Road,M,Base,4,1367,Y,05/25/2026
DO-21437,D-120,Stone Bridge Cycles,NM,04/28/2026,05/24/2026,RW-7298,Road,L,Base,11,1367,Y,05/10/2026
DO-21440,D-118,Lakeshore Cyclery,ID,04/28/2026,05/13/2026,RW-1378,Road,L,Carbon,2,2879,Y,05/27/2026
DO-21443,D-145,Frontier Bicycle Works,UT,04/28/2026,05/23/2026,RW-1378,Road,L,Carbon,3,2879,Y,05/27/2026
DO-21446,D-144,Cedar Ridge Cycles,WA,04/28/2026,05/19/2026,RW-9304,MTB,S,Carbon,7,3527,Y,05/25/2026
DO-21448,D-129,Blue Ridge Cyclery,VT,04/28/2026,05/26/2026,RW-9304,MTB,S,Carbon,3,3527,Y,05/08/2026
DO-21451,D-144,Cedar Ridge Cycles,WA,04/28/2026,05/15/2026,RW-9304,MTB,S,Carbon,3,3527,Y,05/22/2026
DO-21454,D-114,Coastal Ride Co,MI,04/28/2026,05/15/2026,RW-9304,MTB,S,Carbon,6,3527,Y,05/07/2026
DO-21463,D-124,Foothills Bicycles,WA,04/28/2026,05/15/2026,RW-4418,MTB,M,Carbon,10,3527,Y,05/27/2026
DO-21477,D-141,Basin Bike Shop,CA,04/28/2026,05/12/2026,RW-9901,MTB,L,Base,7,1655,Y,05/12/2026
DO-21416,D-136,Capitol Cyclery,GA,04/29/2026,05/15/2026,RW-3980,Road,S,Carbon,8,2879,Y,05/26/2026
DO-21421,D-101,Summit Cycles,CA,04/29/2026,05/17/2026,RW-3980,Road,S,Carbon,5,2879,Y,05/10/2026
DO-21435,D-124,Foothills Bicycles,WA,04/29/2026,05/22/2026,RW-7298,Road,L,Base,12,1367,Y,05/23/2026
DO-21436,D-135,Elk Creek Cycles,MN,04/29/2026,05/16/2026,RW-7298,Road,L,Base,10,1367,Y,05/16/2026
DO-21439,D-114,Coastal Ride Co,MI,04/29/2026,05/15/2026,RW-1378,Road,L,Carbon,4,2879,Y,05/08/2026
DO-21441,D-124,Foothills Bicycles,WA,04/29/2026,05/19/2026,RW-1378,Road,L,Carbon,9,2879,Y,05/10/2026
DO-21442,D-115,Alpine Wheels,MN,04/29/2026,05/25/2026,RW-1378,Road,L,Carbon,7,2879,Y,05/09/2026
DO-21456,D-143,Overlook Bikes,OR,04/29/2026,05/23/2026,RW-9324,MTB,M,Base,8,1655,Y,05/07/2026
DO-21471,D-124,Foothills Bicycles,WA,04/29/2026,05/15/2026,RW-9901,MTB,L,Base,4,1655,Y,05/15/2026
DO-21480,D-106,Velo Republic,AZ,04/29/2026,05/14/2026,RW-6416,MTB,L,Carbon,7,3527,Y,05/06/2026
DO-21431,D-141,Basin Bike Shop,CA,04/30/2026,05/21/2026,RW-2984,Road,M,Carbon,10,2879,Y,05/11/2026
DO-21433,D-105,Trailhead Bicycle Co,UT,04/30/2026,05/23/2026,RW-2984,Road,M,Carbon,9,2879,Y,05/19/2026
DO-21434,D-118,Lakeshore Cyclery,ID,04/30/2026,05/19/2026,RW-2984,Road,M,Carbon,2,2879,Y,05/08/2026
DO-21445,D-120,Stone Bridge Cycles,NM,04/30/2026,05/17/2026,RW-9304,MTB,S,Carbon,8,3527,Y,05/16/2026
